,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score
270,783-09-1637,Mandalay,Normal,Mujer,Sports and travel,67.43,5,16.8575,354.0075,Ewallet,337.15,6.3,2019-03-06,Wednesday,Laboral,Noche,Detractores,-100,0,-0.03750436873786245
271,687-15-1097,Naypyitaw,Miembro,Mujer,Health and beauty,21.12,2,2.112,44.352,Cash,42.24,9.7,2019-01-03,Thursday,Laboral,Noche,Promotores,100,1,0.004634098863182334
272,126-54-1082,Yangon,Miembro,Mujer,Home and lifestyle,21.54,9,9.693,203.553,Credit card,193.86,8.8,2019-01-07,Monday,Laboral,Mañana,Promotores,100,0,-0.0277238706558236
273,633-91-1052,Yangon,Normal,Mujer,Home and lifestyle,12.03,2,1.203,25.263,Cash,24.06,5.1,2019-01-27,Sunday,Festivo,Tarde,Detractores,-100,0,-0.00529659393282067
274,477-24-6490,Mandalay,Normal,Mujer,Health and beauty,99.71,6,29.913,628.173,Ewallet,598.26,7.9,2019-02-26,Tuesday,Laboral,Tarde,Neutros,0,0,-0.020705760222137548
275,566-19-5475,Mandalay,Normal,Hombre,Fashion accessories,47.97,7,16.7895,352.5795,Cash,335.79,6.2,2019-01-07,Monday,Laboral,Noche,Detractores,-100,0,-0.04772265122331815
276,526-86-8552,Naypyitaw,Miembro,Mujer,Home and lifestyle,21.82,10,10.91,229.11,Cash,218.2,7.1,2019-01-07,Monday,Laboral,Tarde,Neutros,0,0,-0.01716549594990202
277,376-56-3573,Naypyitaw,Normal,Mujer,Fashion accessories,95.42,4,19.084,400.764,Ewallet,381.68,6.4,2019-02-02,Saturday,Laboral,Mañana,Detractores,-100,0,-0.03235842339995221
278,537-72-0426,Naypyitaw,Miembro,Hombre,Fashion accessories,70.99,10,35.495,745.395,Cash,709.9,5.7,2019-03-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.011863005277544691
279,828-61-5674,Yangon,Miembro,Hombre,Sports and travel,44.02,10,22.01,462.21,Credit card,440.2,9.6,2019-03-20,Wednesday,Laboral,Noche,Promotores,100,0,-0.015463451373692871
280,136-08-6195,Yangon,Normal,Mujer,Home and lifestyle,69.96,8,27.984,587.664,Credit card,559.68,6.4,2019-02-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.026413868677252816
281,523-38-0215,Naypyitaw,Normal,Hombre,Home and lifestyle,37.0,1,1.85,38.85,Credit card,37.0,7.9,2019-03-06,Wednesday,Laboral,Mañana,Neutros,0,0,-0.01166608199611796
282,490-29-1201,Yangon,Normal,Mujer,Sports and travel,15.34,1,0.767,16.107,Cash,15.34,6.5,2019-01-06,Sunday,Festivo,Mañana,Neutros,0,0,-0.01294233755809071
283,667-92-0055,Yangon,Miembro,Hombre,Health and beauty,99.83,6,29.949,628.929,Ewallet,598.98,8.5,2019-03-04,Monday,Laboral,Tarde,Promotores,100,0,-0.012630359023146243
284,565-17-3836,Yangon,Miembro,Mujer,Health and beauty,47.67,4,9.533999999999999,200.21400000000003,Cash,190.68,9.1,2019-03-12,Tuesday,Laboral,Tarde,Promotores,100,0,-0.01913853503100338
285,498-41-1961,Mandalay,Normal,Hombre,Health and beauty,66.68,5,16.67,350.07,Cash,333.4,7.6,2019-02-20,Wednesday,Laboral,Noche,Neutros,0,0,-0.021531157497208797
286,593-95-4461,Naypyitaw,Miembro,Hombre,Home and lifestyle,74.86,1,3.7430000000000003,78.60300000000001,Cash,74.86,6.9,2019-03-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.021244267593386823
287,226-71-3580,Naypyitaw,Normal,Mujer,Sports and travel,23.75,9,10.6875,224.4375,Cash,213.75,9.5,2019-01-31,Thursday,Laboral,Mañana,Promotores,100,0,-0.019552923740204897
288,283-79-9594,Mandalay,Normal,Mujer,Food and beverages,48.51,7,16.9785,356.5485,Credit card,339.57,5.2,2019-01-25,Friday,Laboral,Mañana,Detractores,-100,0,-0.033665748999485934
289,430-60-3493,Yangon,Miembro,Mujer,Home and lifestyle,94.88,7,33.208,697.368,Cash,664.16,4.2,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.019705491531653574
290,139-20-0155,Mandalay,Miembro,Hombre,Electronic accessories,40.3,10,20.15,423.15,Credit card,403.0,7.0,2019-01-24,Thursday,Laboral,Tarde,Neutros,0,0,-0.015774329752311744
291,558-80-4082,Naypyitaw,Normal,Hombre,Electronic accessories,27.85,7,9.7475,204.6975,Ewallet,194.95,6.0,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.028805646733775836
292,278-97-7759,Yangon,Miembro,Mujer,Electronic accessories,62.48,1,3.1239999999999997,65.604,Cash,62.48,4.7,2019-02-18,Monday,Laboral,Noche,Detractores,-100,0,-0.01645667221163649
293,316-68-6352,Yangon,Miembro,Mujer,Food and beverages,36.36,2,3.636,76.35600000000001,Cash,72.72,7.1,2019-01-21,Monday,Laboral,Mañana,Neutros,0,0,-0.03534841337930361
294,585-03-5943,Mandalay,Normal,Hombre,Health and beauty,18.11,10,9.055,190.155,Ewallet,181.1,5.9,2019-03-13,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.025574438219177265
295,211-05-0490,Naypyitaw,Miembro,Mujer,Electronic accessories,51.92,5,12.98,272.58,Cash,259.6,7.5,2019-03-03,Sunday,Festivo,Mañana,Neutros,0,0,-0.037089148879870026
296,727-75-6477,Naypyitaw,Normal,Hombre,Electronic accessories,28.84,4,5.768,121.12799999999999,Cash,115.36,6.4,2019-03-29,Friday,Laboral,Tarde,Detractores,-100,0,-0.030446916565196824
297,744-02-5987,Yangon,Miembro,Hombre,Home and lifestyle,78.38,6,23.514,493.79400000000004,Ewallet,470.28,5.8,2019-01-10,Thursday,Laboral,Tarde,Detractores,-100,0,-0.034451937538769406
298,307-83-9164,Yangon,Miembro,Hombre,Home and lifestyle,60.01,4,12.002,252.042,Cash,240.04,4.5,2019-01-25,Friday,Laboral,Tarde,Detractores,-100,0,-0.034338527639201755
299,779-06-0012,Naypyitaw,Miembro,Mujer,Home and lifestyle,88.61,1,4.4305,93.0405,Cash,88.61,7.7,2019-01-19,Saturday,Laboral,Mañana,Neutros,0,0,-0.02684146295742984
300,446-47-6729,Naypyitaw,Normal,Hombre,Fashion accessories,99.82,2,9.982000000000001,209.622,Credit card,199.64,6.7,2019-01-02,Wednesday,Laboral,Noche,Neutros,0,0,-0.016967418883992225
301,573-10-3877,Mandalay,Miembro,Hombre,Health and beauty,39.01,1,1.9505,40.9605,Credit card,39.01,4.7,2019-03-12,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03102789246628479
302,735-06-4124,Naypyitaw,Normal,Hombre,Food and beverages,48.61,1,2.4305,51.0405,Cash,48.61,4.4,2019-02-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.004317754167210697
303,439-54-7422,Yangon,Normal,Mujer,Electronic accessories,51.19,4,10.238,214.998,Credit card,204.76,4.7,2019-03-18,Monday,Laboral,Tarde,Detractores,-100,0,-0.02672297758458808
304,396-90-2219,Mandalay,Normal,Mujer,Electronic accessories,14.96,8,5.984,125.664,Cash,119.68,8.6,2019-02-23,Saturday,Laboral,Mañana,Promotores,100,0,-0.01717601385630796
305,411-77-0180,Yangon,Miembro,Hombre,Electronic accessories,72.2,7,25.27,530.67,Ewallet,505.4,4.3,2019-03-26,Tuesday,Laboral,Noche,Detractores,-100,0,-0.026647356270890876
306,286-01-5402,Yangon,Normal,Mujer,Sports and travel,40.23,7,14.0805,295.6905,Cash,281.61,9.6,2019-03-30,Saturday,Laboral,Mañana,Promotores,100,0,-0.02897827018183008
307,803-17-8013,Yangon,Miembro,Mujer,Home and lifestyle,88.79,8,35.516,745.836,Cash,710.32,4.1,2019-02-17,Sunday,Festivo,Tarde,Detractores,-100,0,-0.019135994123205324
308,512-98-1403,Yangon,Miembro,Mujer,Electronic accessories,26.48,3,3.972,83.412,Ewallet,79.44,4.7,2019-03-21,Thursday,Laboral,Mañana,Detractores,-100,0,-0.022579945694072512
309,848-42-2560,Yangon,Normal,Mujer,Fashion accessories,81.91,2,8.191,172.011,Cash,163.82,7.8,2019-03-05,Tuesday,Laboral,Tarde,Neutros,0,0,-0.024550672076769975
310,532-59-7201,Mandalay,Miembro,Hombre,Sports and travel,79.93,6,23.979,503.559,Cash,479.58,5.5,2019-01-31,Thursday,Laboral,Tarde,Detractores,-100,0,-0.030622221885620915
311,181-94-6432,Naypyitaw,Miembro,Hombre,Fashion accessories,69.33,2,6.933,145.593,Ewallet,138.66,9.7,2019-02-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.016085659405051023
312,870-76-1733,Yangon,Miembro,Mujer,Food and beverages,14.23,5,3.5575,74.7075,Credit card,71.15,4.4,2019-02-01,Friday,Laboral,Mañana,Detractores,-100,0,-0.025920967011045182
313,423-64-4619,Yangon,Miembro,Mujer,Health and beauty,15.55,9,6.9975,146.9475,Cash,139.95,5.0,2019-03-07,Thursday,Laboral,Mañana,Detractores,-100,0,-0.02168638327328931
314,227-07-4446,Naypyitaw,Miembro,Mujer,Electronic accessories,78.13,10,39.065,820.365,Cash,781.3,4.4,2019-02-10,Sunday,Festivo,Noche,Detractores,-100,0,-0.0030594286065906973
315,174-36-3675,Naypyitaw,Miembro,Hombre,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,Cash,198.74,5.2,2019-02-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.003867591322338826
316,428-83-5800,Naypyitaw,Miembro,Mujer,Food and beverages,21.08,3,3.162,66.402,Cash,63.24,7.3,2019-02-09,Saturday,Laboral,Mañana,Neutros,0,0,-0.028040282069320743
317,603-07-0961,Naypyitaw,Miembro,Hombre,Electronic accessories,74.79,5,18.6975,392.6475,Cash,373.95,4.9,2019-01-10,Thursday,Laboral,Mañana,Detractores,-100,0,-0.032822334989111135
318,704-20-4138,Naypyitaw,Miembro,Mujer,Health and beauty,29.67,7,10.3845,218.0745,Credit card,207.69,8.1,2019-03-11,Monday,Laboral,Noche,Neutros,0,0,-0.011880245462874361
319,787-15-1757,Naypyitaw,Miembro,Hombre,Health and beauty,44.07,4,8.814,185.09400000000002,Ewallet,176.28,8.4,2019-02-18,Monday,Laboral,Tarde,Neutros,0,0,-0.02272534273799176
320,649-11-3678,Naypyitaw,Normal,Mujer,Food and beverages,22.93,9,10.3185,216.6885,Cash,206.37,5.5,2019-02-26,Tuesday,Laboral,Noche,Detractores,-100,0,-0.02184159620031889
321,622-20-1945,Naypyitaw,Normal,Mujer,Health and beauty,39.42,1,1.9709999999999999,41.391000000000005,Cash,39.42,8.4,2019-01-18,Friday,Laboral,Tarde,Neutros,0,0,-0.00499983784139213
322,372-94-8041,Yangon,Normal,Hombre,Health and beauty,15.26,6,4.578,96.13799999999999,Ewallet,91.56,9.8,2019-02-15,Friday,Laboral,Noche,Promotores,100,0,-0.002151175748583367
323,563-91-7120,Yangon,Normal,Mujer,Fashion accessories,61.77,5,15.4425,324.2925,Cash,308.85,6.7,2019-03-08,Friday,Laboral,Mañana,Neutros,0,0,-0.052355441121118396
324,746-54-5508,Yangon,Normal,Hombre,Home and lifestyle,21.52,6,6.456,135.576,Credit card,129.12,9.4,2019-01-17,Thursday,Laboral,Mañana,Promotores,100,0,-0.02194597006065413
325,276-54-0879,Mandalay,Normal,Hombre,Sports and travel,97.74,4,19.548,410.50800000000004,Ewallet,390.96,6.4,2019-03-12,Tuesday,Laboral,Noche,Detractores,-100,0,-0.024695867423549456
326,815-11-1168,Yangon,Miembro,Hombre,Food and beverages,99.78,5,24.945,523.845,Cash,498.9,5.4,2019-03-09,Saturday,Laboral,Noche,Detractores,-100,0,-0.010648741581397503
327,719-76-3868,Naypyitaw,Miembro,Hombre,Food and beverages,94.26,4,18.852,395.892,Cash,377.04,8.6,2019-03-12,Tuesday,Laboral,Tarde,Promotores,100,0,-0.021232269649663738
328,730-61-8757,Mandalay,Miembro,Hombre,Health and beauty,51.13,4,10.226,214.74599999999998,Credit card,204.52,4.0,2019-01-25,Friday,Laboral,Mañana,Detractores,-100,0,-0.02249993724892352
329,340-66-0321,Yangon,Miembro,Hombre,Electronic accessories,36.36,4,7.272,152.71200000000002,Cash,145.44,7.6,2019-03-25,Monday,Laboral,Mañana,Neutros,0,0,-0.03147812990264276
330,868-81-1752,Mandalay,Normal,Hombre,Home and lifestyle,22.02,9,9.908999999999999,208.08900000000003,Cash,198.18,6.8,2019-02-07,Thursday,Laboral,Noche,Neutros,0,0,-0.021457388485559004
331,634-97-8956,Yangon,Normal,Hombre,Food and beverages,32.9,3,4.935,103.635,Credit card,98.7,9.1,2019-02-17,Sunday,Festivo,Tarde,Promotores,100,0,-0.031179729033712023
332,566-71-1091,Yangon,Normal,Hombre,Fashion accessories,77.02,5,19.255,404.355,Cash,385.1,5.5,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.021026476482344125
333,442-48-3607,Yangon,Miembro,Hombre,Food and beverages,23.48,2,2.3480000000000003,49.308,Credit card,46.96,7.9,2019-03-14,Thursday,Laboral,Mañana,Neutros,0,0,-0.02277089443374336
334,835-16-0096,Naypyitaw,Miembro,Hombre,Sports and travel,14.7,5,3.675,77.175,Ewallet,73.5,8.5,2019-03-24,Sunday,Festivo,Mañana,Promotores,100,0,-0.016750598772678704
335,527-09-6272,Yangon,Miembro,Mujer,Electronic accessories,28.45,5,7.1125,149.3625,Credit card,142.25,9.1,2019-03-21,Thursday,Laboral,Mañana,Promotores,100,0,-0.0250705041108078
336,898-04-2717,Yangon,Normal,Hombre,Fashion accessories,76.4,9,34.38,721.98,Ewallet,687.6,7.5,2019-03-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.024977740656382696
337,692-27-8933,Mandalay,Normal,Mujer,Sports and travel,57.95,6,17.385,365.085,Cash,347.7,5.2,2019-02-24,Sunday,Festivo,Mañana,Detractores,-100,0,-0.02433111212811645
338,633-09-3463,Naypyitaw,Normal,Mujer,Electronic accessories,47.65,3,7.1475,150.0975,Credit card,142.95,9.5,2019-03-28,Thursday,Laboral,Mañana,Promotores,100,0,-0.004581160554358865
339,374-17-3652,Mandalay,Miembro,Mujer,Food and beverages,42.82,9,19.269000000000002,404.649,Credit card,385.38,8.9,2019-02-05,Tuesday,Laboral,Tarde,Promotores,100,0,-0.02753123435529603
340,378-07-7001,Mandalay,Miembro,Hombre,Electronic accessories,48.09,3,7.2135,151.4835,Credit card,144.27,7.8,2019-02-10,Sunday,Festivo,Noche,Neutros,0,0,-0.036954140090400434
341,433-75-6987,Mandalay,Miembro,Mujer,Health and beauty,55.97,7,19.5895,411.3795,Ewallet,391.79,8.9,2019-03-05,Tuesday,Laboral,Noche,Promotores,100,0,-0.013521464791050208
342,873-95-4984,Mandalay,Miembro,Mujer,Health and beauty,76.9,7,26.915,565.215,Cash,538.3,7.7,2019-02-15,Friday,Laboral,Noche,Neutros,0,0,-0.016765818870585814
343,416-13-5917,Naypyitaw,Normal,Mujer,Food and beverages,97.03,5,24.2575,509.4075,Ewallet,485.15,9.3,2019-01-30,Wednesday,Laboral,Tarde,Promotores,100,0,-0.012701387495414829
344,150-89-8043,Yangon,Normal,Hombre,Sports and travel,44.65,3,6.6975,140.6475,Cash,133.95,6.2,2019-02-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.011074075019298801
345,135-84-8019,Yangon,Normal,Mujer,Fashion accessories,77.93,9,35.0685,736.4385,Ewallet,701.37,7.6,2019-02-27,Wednesday,Laboral,Tarde,Neutros,0,0,-0.020828705959595406
346,441-94-7118,Yangon,Miembro,Hombre,Electronic accessories,71.95,1,3.5975,75.5475,Cash,71.95,7.3,2019-02-04,Monday,Laboral,Mañana,Neutros,0,0,-0.023901173005627663
347,725-96-3778,Naypyitaw,Miembro,Mujer,Home and lifestyle,89.25,8,35.7,749.7,Cash,714.0,4.7,2019-01-20,Sunday,Festivo,Mañana,Detractores,-100,0,-0.018863649583318765
348,531-80-1784,Yangon,Normal,Hombre,Electronic accessories,26.02,7,9.107000000000001,191.247,Cash,182.14,5.1,2019-03-28,Thursday,Laboral,Tarde,Detractores,-100,0,-0.028445805119371115
349,400-45-1220,Mandalay,Normal,Mujer,Health and beauty,13.5,10,6.75,141.75,Credit card,135.0,4.8,2019-02-27,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.016307317718321057
350,860-79-0874,Naypyitaw,Miembro,Mujer,Fashion accessories,99.3,10,49.65,1042.65,Credit card,993.0,6.6,2019-02-15,Friday,Laboral,Tarde,Neutros,0,0,-0.015681774590741826
351,834-61-8124,Yangon,Normal,Hombre,Electronic accessories,51.69,7,18.0915,379.9215,Cash,361.83,5.5,2019-01-26,Saturday,Laboral,Noche,Detractores,-100,0,-0.02659520808255722
352,115-99-4379,Mandalay,Miembro,Mujer,Fashion accessories,54.73,7,19.1555,402.2655,Credit card,383.11,8.5,2019-03-14,Thursday,Laboral,Noche,Promotores,100,0,-0.02713971701173834
353,565-67-6697,Mandalay,Miembro,Hombre,Home and lifestyle,27.0,9,12.15,255.15,Cash,243.0,4.8,2019-03-02,Saturday,Festivo,Tarde,Detractores,-100,0,-0.020379085681937692
354,320-49-6392,Naypyitaw,Normal,Mujer,Electronic accessories,30.24,1,1.5119999999999998,31.752,Cash,30.24,8.4,2019-03-04,Monday,Laboral,Tarde,Neutros,0,0,-0.012506813445484766
355,889-04-9723,Mandalay,Miembro,Mujer,Food and beverages,89.14,4,17.828,374.38800000000003,Credit card,356.56,7.8,2019-01-07,Monday,Laboral,Mañana,Neutros,0,0,-0.015748137301978327
356,632-90-0281,Naypyitaw,Normal,Mujer,Fashion accessories,37.55,10,18.775,394.275,Credit card,375.5,9.3,2019-03-08,Friday,Laboral,Noche,Promotores,100,0,-0.01781333310609934
357,554-42-2417,Naypyitaw,Normal,Mujer,Sports and travel,95.44,10,47.72,1002.12,Cash,954.4,5.2,2019-01-09,Wednesday,Laboral,Mañana,Detractores,-100,1,0.0008557000655150526
358,453-63-6187,Mandalay,Normal,Hombre,Electronic accessories,27.5,3,4.125,86.625,Ewallet,82.5,6.5,2019-03-01,Friday,Laboral,Tarde,Neutros,0,0,-0.03491665055367832
359,578-80-7669,Mandalay,Normal,Hombre,Sports and travel,74.97,1,3.7485,78.7185,Cash,74.97,5.6,2019-03-16,Saturday,Laboral,Tarde,Detractores,-100,0,-0.027764040424092196
360,612-36-5536,Yangon,Miembro,Hombre,Food and beverages,80.96,8,32.384,680.064,Credit card,647.68,7.4,2019-02-17,Sunday,Festivo,Mañana,Neutros,0,0,-0.031128029435388616
361,605-72-4132,Naypyitaw,Normal,Mujer,Food and beverages,94.47,8,37.788000000000004,793.548,Cash,755.76,9.1,2019-02-27,Wednesday,Laboral,Tarde,Promotores,100,0,-0.005265821359981548
362,471-41-2823,Naypyitaw,Normal,Hombre,Food and beverages,99.79,2,9.979,209.55900000000003,Ewallet,199.58,8.0,2019-03-07,Thursday,Laboral,Noche,Neutros,0,0,-0.02444173118636561
363,462-67-9126,Yangon,Normal,Hombre,Home and lifestyle,73.22,6,21.965999999999998,461.286,Cash,439.32,7.2,2019-01-21,Monday,Laboral,Tarde,Neutros,0,0,-0.039532872309468
364,272-27-9238,Naypyitaw,Normal,Mujer,Food and beverages,41.24,4,8.248,173.208,Cash,164.96,7.1,2019-02-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.027774015451812906
365,834-25-9262,Naypyitaw,Normal,Mujer,Fashion accessories,81.68,4,16.336,343.056,Cash,326.72,9.1,2019-01-06,Sunday,Festivo,Mañana,Promotores,100,0,-0.026673746392719577
366,122-61-9553,Naypyitaw,Normal,Mujer,Electronic accessories,51.32,9,23.094,484.974,Cash,461.88,5.6,2019-03-14,Thursday,Laboral,Noche,Detractores,-100,0,-0.019507909843447302
367,468-88-0009,Yangon,Miembro,Hombre,Home and lifestyle,65.94,4,13.187999999999999,276.948,Cash,263.76,6.0,2019-03-24,Sunday,Festivo,Mañana,Detractores,-100,0,-0.03527518650634354
368,613-59-9758,Naypyitaw,Normal,Mujer,Sports and travel,14.36,10,7.18,150.78,Cash,143.6,5.4,2019-01-27,Sunday,Festivo,Tarde,Detractores,-100,0,-0.005684126306984227
369,254-31-0042,Yangon,Miembro,Hombre,Electronic accessories,21.5,9,9.675,203.175,Credit card,193.5,7.8,2019-03-06,Wednesday,Laboral,Mañana,Neutros,0,0,-0.02578214766082243
370,201-86-2184,Mandalay,Miembro,Mujer,Electronic accessories,26.26,7,9.191,193.011,Cash,183.82,9.9,2019-02-02,Saturday,Laboral,Noche,Promotores,100,0,-0.018864294965337036
371,261-12-8671,Mandalay,Normal,Mujer,Fashion accessories,60.96,2,6.096,128.016,Credit card,121.92,4.9,2019-01-25,Friday,Laboral,Noche,Detractores,-100,0,-0.03607206333264723
372,730-70-9830,Naypyitaw,Normal,Mujer,Home and lifestyle,70.11,6,21.033,441.69300000000004,Ewallet,420.66,5.2,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.028056927985805724
373,382-25-8917,Naypyitaw,Normal,Hombre,Fashion accessories,42.08,6,12.624,265.10400000000004,Cash,252.48,8.9,2019-01-29,Tuesday,Laboral,Mañana,Promotores,100,0,-0.02867757537977289
374,422-29-8786,Yangon,Normal,Mujer,Home and lifestyle,67.09,5,16.7725,352.2225,Credit card,335.45,9.1,2019-01-03,Thursday,Laboral,Tarde,Promotores,100,0,-0.027272565249480074
375,667-23-5919,Yangon,Miembro,Mujer,Fashion accessories,96.7,5,24.175,507.675,Ewallet,483.5,7.0,2019-01-14,Monday,Laboral,Mañana,Neutros,0,0,-0.02771444340969942
376,843-01-4703,Mandalay,Miembro,Mujer,Home and lifestyle,35.38,9,15.921,334.341,Credit card,318.42,9.6,2019-01-05,Saturday,Laboral,Noche,Promotores,100,0,-0.014682960726164929
377,743-88-1662,Naypyitaw,Normal,Hombre,Sports and travel,95.49,7,33.4215,701.8515,Ewallet,668.43,8.7,2019-02-22,Friday,Laboral,Noche,Promotores,100,1,0.0007451670609763816
378,595-86-2894,Naypyitaw,Miembro,Hombre,Fashion accessories,96.98,4,19.396,407.316,Ewallet,387.92,9.4,2019-02-06,Wednesday,Laboral,Tarde,Promotores,100,0,-0.01844457560730317
379,182-69-8360,Mandalay,Normal,Mujer,Electronic accessories,23.65,4,4.73,99.33,Credit card,94.6,4.0,2019-01-30,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.003431694458705059
380,289-15-7034,Yangon,Miembro,Hombre,Sports and travel,82.33,4,16.465999999999998,345.786,Credit card,329.32,7.5,2019-01-11,Friday,Laboral,Mañana,Neutros,0,0,-0.039310348958820907
381,462-78-5240,Naypyitaw,Normal,Mujer,Electronic accessories,26.61,2,2.661,55.881,Cash,53.22,4.2,2019-03-19,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.014047676994683789
382,868-52-7573,Mandalay,Normal,Mujer,Food and beverages,99.69,5,24.9225,523.3725,Cash,498.45,9.9,2019-01-14,Monday,Laboral,Mañana,Promotores,100,0,-0.01680377934039523
383,153-58-4872,Naypyitaw,Miembro,Mujer,Food and beverages,74.89,4,14.978,314.538,Ewallet,299.56,4.2,2019-03-01,Friday,Laboral,Tarde,Detractores,-100,0,-0.02775213674085031
384,662-72-2873,Yangon,Normal,Mujer,Food and beverages,40.94,5,10.235,214.935,Ewallet,204.7,9.9,2019-01-06,Sunday,Festivo,Mañana,Promotores,100,0,-0.029838520757478282
385,525-88-7307,Mandalay,Miembro,Hombre,Sports and travel,75.82,1,3.7910000000000004,79.611,Cash,75.82,5.8,2019-01-31,Thursday,Laboral,Mañana,Detractores,-100,0,-0.021961777294749796
386,689-16-9784,Naypyitaw,Normal,Hombre,Food and beverages,46.77,6,14.030999999999999,294.651,Cash,280.62,6.0,2019-03-11,Monday,Laboral,Mañana,Detractores,-100,0,-0.038337826723897406
387,725-56-0833,Yangon,Normal,Mujer,Health and beauty,32.32,10,16.16,339.36,Credit card,323.2,10.0,2019-02-20,Wednesday,Laboral,Tarde,Promotores,100,0,-0.0005061491549614994
388,394-41-0748,Naypyitaw,Miembro,Mujer,Fashion accessories,54.07,9,24.3315,510.9615,Ewallet,486.63,9.5,2019-01-27,Sunday,Festivo,Tarde,Promotores,100,0,-0.02438389275617603
389,596-42-3999,Mandalay,Normal,Hombre,Food and beverages,18.22,7,6.377000000000001,133.917,Credit card,127.54,6.6,2019-03-10,Sunday,Festivo,Tarde,Neutros,0,0,-0.026564936492074476
390,541-89-9860,Naypyitaw,Miembro,Mujer,Fashion accessories,80.48,3,12.072000000000001,253.512,Cash,241.44,8.1,2019-02-15,Friday,Laboral,Mañana,Neutros,0,0,-0.0385477442753791
391,173-82-9529,Mandalay,Normal,Mujer,Fashion accessories,37.95,10,18.975,398.475,Cash,379.5,9.7,2019-01-26,Saturday,Laboral,Tarde,Promotores,100,0,-0.023720046275128803
392,563-36-9814,Yangon,Miembro,Hombre,Electronic accessories,76.82,1,3.841,80.661,Ewallet,76.82,7.2,2019-02-13,Wednesday,Laboral,Noche,Neutros,0,0,-0.020536355709394716
393,308-47-4913,Yangon,Miembro,Mujer,Sports and travel,52.26,10,26.13,548.73,Credit card,522.6,6.2,2019-03-09,Saturday,Laboral,Mañana,Detractores,-100,0,-0.028716623676348307
394,885-17-6250,Yangon,Normal,Mujer,Health and beauty,79.74,1,3.987,83.727,Ewallet,79.74,7.3,2019-03-06,Wednesday,Laboral,Mañana,Neutros,0,0,-0.029500470197096784
395,726-27-2396,Yangon,Normal,Mujer,Health and beauty,77.5,5,19.375,406.875,Ewallet,387.5,4.3,2019-01-24,Thursday,Laboral,Noche,Detractores,-100,0,-0.007219430851736708
396,316-01-3952,Yangon,Normal,Mujer,Food and beverages,54.27,5,13.5675,284.9175,Ewallet,271.35,4.6,2019-03-13,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.037235558509294386
397,760-54-1821,Mandalay,Normal,Hombre,Home and lifestyle,13.59,9,6.1155,128.4255,Cash,122.31,5.8,2019-03-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.027144574034963842
398,793-10-3222,Mandalay,Miembro,Mujer,Health and beauty,41.06,6,12.318,258.678,Credit card,246.36,8.3,2019-03-05,Tuesday,Laboral,Mañana,Neutros,0,0,-0.030543141598374457
399,346-12-3257,Mandalay,Miembro,Hombre,Electronic accessories,19.24,9,8.658,181.81799999999998,Cash,173.16,8.0,2019-03-04,Monday,Laboral,Tarde,Neutros,0,0,-0.01770189292485491
400,110-05-6330,Naypyitaw,Normal,Mujer,Food and beverages,39.43,6,11.829,248.40900000000002,Credit card,236.58,9.4,2019-03-25,Monday,Laboral,Noche,Promotores,100,0,-0.011980826511176157
401,651-61-0874,Naypyitaw,Normal,Hombre,Home and lifestyle,46.22,4,9.244,194.12400000000002,Credit card,184.88,6.2,2019-03-12,Tuesday,Laboral,Noche,Detractores,-100,0,-0.02790168252438341
402,236-86-3015,Naypyitaw,Miembro,Hombre,Home and lifestyle,13.98,1,0.6990000000000001,14.679,Ewallet,13.98,9.8,2019-02-04,Monday,Laboral,Mañana,Promotores,100,1,0.0036812658070709547
403,831-64-0259,Mandalay,Normal,Mujer,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet,198.75,9.6,2019-02-22,Friday,Laboral,Mañana,Promotores,100,0,-0.04493043127027385
404,587-03-7455,Naypyitaw,Miembro,Mujer,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet,684.53,4.9,2019-02-16,Saturday,Laboral,Tarde,Detractores,-100,0,-0.009617710545166136
