,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score,Cluster
501,845-94-6841,Naypyitaw,Miembro,Mujer,Food and beverages,72.88,9,32.796,688.716,Cash,655.92,4.0,2019-01-08,Tuesday,Laboral,Noche,Detractores,-100,0,-0.018871898428328482,Cluster 2
502,329-62-1586,Yangon,Normal,Hombre,Food and beverages,54.67,3,8.2005,172.2105,Credit card,164.01,8.6,2019-01-21,Monday,Laboral,Noche,Promotores,100,0,-0.03012900787302775,Cluster 2
503,636-48-8204,Yangon,Normal,Hombre,Electronic accessories,34.56,5,8.64,181.44,Ewallet,172.8,9.9,2019-02-17,Sunday,Festivo,Mañana,Promotores,100,0,-0.028623844280202707,Cluster 0
504,526-86-8552,Naypyitaw,Miembro,Mujer,Home and lifestyle,21.82,10,10.91,229.11,Cash,218.2,7.1,2019-01-07,Monday,Laboral,Tarde,Neutros,0,0,-0.017165495949902018,Cluster 1
505,871-79-8483,Mandalay,Normal,Hombre,Fashion accessories,94.13,5,23.5325,494.1825,Credit card,470.65,4.8,2019-02-25,Monday,Laboral,Noche,Detractores,-100,0,-0.020877075991795117,Cluster 2
506,149-14-0304,Naypyitaw,Miembro,Mujer,Health and beauty,28.5,8,11.4,239.4,Cash,228.0,6.6,2019-02-06,Wednesday,Laboral,Tarde,Neutros,0,0,-0.011736754966868324,Cluster 1
507,750-67-8428,Yangon,Miembro,Mujer,Health and beauty,74.69,7,26.1415,548.9715,Ewallet,522.83,9.1,2019-01-05,Saturday,Laboral,Mañana,Promotores,100,0,-0.014667389345581759,Cluster 0
508,510-95-6347,Mandalay,Miembro,Mujer,Food and beverages,48.52,3,7.278,152.838,Ewallet,145.56,4.0,2019-03-05,Tuesday,Laboral,Noche,Detractores,-100,0,-0.03275882661188145,Cluster 2
509,468-99-7231,Naypyitaw,Normal,Mujer,Home and lifestyle,44.01,8,17.604,369.684,Cash,352.08,8.8,2019-03-03,Sunday,Festivo,Tarde,Promotores,100,0,-0.027978911060578482,Cluster 1
510,785-96-0615,Mandalay,Miembro,Mujer,Electronic accessories,35.74,8,14.296,300.216,Ewallet,285.92,4.9,2019-02-17,Sunday,Festivo,Tarde,Detractores,-100,0,-0.0155194110222171,Cluster 1
511,155-45-3814,Naypyitaw,Miembro,Mujer,Electronic accessories,88.55,8,35.42,743.82,Ewallet,708.4,4.7,2019-03-19,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.01565564627224281,Cluster 1
512,751-69-0068,Naypyitaw,Normal,Hombre,Sports and travel,99.24,9,44.658,937.818,Ewallet,893.16,9.0,2019-03-19,Tuesday,Laboral,Noche,Promotores,100,1,0.02555157073800085,Cluster 2
513,719-89-8991,Yangon,Miembro,Mujer,Sports and travel,91.41,5,22.8525,479.9025,Ewallet,457.05,7.1,2019-02-25,Monday,Laboral,Tarde,Neutros,0,0,-0.03149468734834748,Cluster 1
514,522-57-8364,Yangon,Miembro,Hombre,Fashion accessories,51.34,8,20.536,431.256,Ewallet,410.72,7.6,2019-01-31,Thursday,Laboral,Mañana,Neutros,0,0,-0.03513775604765845,Cluster 0
515,225-98-1496,Naypyitaw,Normal,Mujer,Fashion accessories,27.02,3,4.053,85.113,Credit card,81.06,7.1,2019-03-02,Saturday,Festivo,Mañana,Neutros,0,0,-0.04057068888226334,Cluster 0
516,291-21-5991,Mandalay,Miembro,Hombre,Health and beauty,61.29,5,15.3225,321.7725,Cash,306.45,7.0,2019-03-29,Friday,Laboral,Tarde,Neutros,0,0,-0.033127051159095644,Cluster 1
517,640-49-2076,Mandalay,Normal,Hombre,Sports and travel,83.78,8,33.512,703.752,Cash,670.24,5.1,2019-01-10,Thursday,Laboral,Tarde,Detractores,-100,0,-0.01945744481232603,Cluster 1
518,626-43-7888,Naypyitaw,Normal,Mujer,Fashion accessories,60.41,8,24.164,507.444,Ewallet,483.28,9.6,2019-02-07,Thursday,Laboral,Mañana,Promotores,100,0,-0.03289917238005613,Cluster 0
519,752-23-3760,Mandalay,Miembro,Mujer,Sports and travel,64.08,7,22.428,470.98800000000006,Credit card,448.56,7.3,2019-02-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.035067906855813284,Cluster 2
520,333-73-7901,Naypyitaw,Normal,Mujer,Health and beauty,54.92,8,21.968000000000004,461.328,Ewallet,439.36,7.6,2019-03-23,Saturday,Laboral,Mañana,Neutros,0,0,-0.0165489689138687,Cluster 0
521,549-59-1358,Yangon,Miembro,Hombre,Sports and travel,88.63,3,13.2945,279.1845,Ewallet,265.89,6.0,2019-03-02,Saturday,Festivo,Tarde,Detractores,-100,0,-0.02789318455792611,Cluster 1
522,408-66-6712,Naypyitaw,Miembro,Mujer,Health and beauty,47.71,6,14.313,300.573,Ewallet,286.26,4.4,2019-02-16,Saturday,Laboral,Tarde,Detractores,-100,0,-0.014938296806540909,Cluster 1
523,420-11-4919,Naypyitaw,Miembro,Mujer,Food and beverages,71.39,5,17.8475,374.7975,Credit card,356.95,5.5,2019-02-17,Sunday,Festivo,Noche,Detractores,-100,0,-0.03898393732398231,Cluster 2
524,749-24-1565,Yangon,Normal,Mujer,Health and beauty,23.03,9,10.3635,217.6335,Ewallet,207.27,7.9,2019-01-03,Thursday,Laboral,Mañana,Neutros,0,0,-0.03687182622942864,Cluster 0
525,816-57-2053,Yangon,Normal,Hombre,Sports and travel,60.87,2,6.0870000000000015,127.827,Ewallet,121.74,8.7,2019-03-09,Saturday,Laboral,Mañana,Promotores,100,0,-0.02539108713789984,Cluster 0
526,857-67-9057,Mandalay,Normal,Hombre,Electronic accessories,22.95,10,11.475,240.975,Ewallet,229.5,8.2,2019-02-06,Wednesday,Laboral,Noche,Neutros,0,0,-0.016670301661162238,Cluster 2
527,226-34-0034,Mandalay,Normal,Mujer,Electronic accessories,13.78,4,2.756,57.87600000000001,Ewallet,55.12,9.0,2019-01-10,Thursday,Laboral,Mañana,Promotores,100,0,-0.010386236307046048,Cluster 0
528,151-16-1484,Yangon,Miembro,Hombre,Electronic accessories,32.25,4,6.45,135.45,Ewallet,129.0,6.5,2019-02-13,Wednesday,Laboral,Mañana,Neutros,0,0,-0.030533443967633363,Cluster 0
529,118-62-1812,Naypyitaw,Miembro,Mujer,Home and lifestyle,78.38,4,15.675999999999998,329.196,Cash,313.52,7.9,2019-03-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.03650235276840719,Cluster 1
530,154-74-7179,Mandalay,Normal,Hombre,Sports and travel,54.45,1,2.7225,57.1725,Ewallet,54.45,7.9,2019-02-26,Tuesday,Laboral,Noche,Neutros,0,0,-0.026393810851049197,Cluster 2
531,443-59-0061,Yangon,Miembro,Hombre,Food and beverages,67.45,10,33.725,708.225,Ewallet,674.5,4.2,2019-02-03,Sunday,Festivo,Mañana,Detractores,-100,0,-0.007919923165747966,Cluster 0
532,602-16-6955,Mandalay,Normal,Mujer,Sports and travel,76.6,10,38.3,804.3,Ewallet,766.0,6.0,2019-01-24,Thursday,Laboral,Noche,Detractores,-100,1,0.005978437755991607,Cluster 2
533,211-05-0490,Naypyitaw,Miembro,Mujer,Electronic accessories,51.92,5,12.98,272.58,Cash,259.6,7.5,2019-03-03,Sunday,Festivo,Mañana,Neutros,0,0,-0.037089148879870026,Cluster 0
534,491-38-3499,Yangon,Miembro,Hombre,Fashion accessories,55.45,1,2.7725,58.2225,Credit card,55.45,4.9,2019-02-26,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.02555581940549312,Cluster 1
535,242-11-3142,Mandalay,Miembro,Hombre,Fashion accessories,83.77,2,8.377,175.917,Cash,167.54,4.6,2019-02-24,Sunday,Festivo,Noche,Detractores,-100,0,-0.01999732531235732,Cluster 2
536,704-48-3927,Yangon,Miembro,Hombre,Electronic accessories,88.67,10,44.335,931.035,Ewallet,886.7,7.3,2019-01-12,Saturday,Laboral,Tarde,Neutros,0,1,0.003218637919391143,Cluster 1
537,796-12-2025,Naypyitaw,Normal,Hombre,Fashion accessories,62.12,10,31.06,652.26,Cash,621.2,5.9,2019-02-11,Monday,Laboral,Tarde,Detractores,-100,0,-0.026562697049907213,Cluster 1
538,157-13-5295,Yangon,Miembro,Hombre,Health and beauty,51.94,10,25.97,545.37,Ewallet,519.4,6.5,2019-03-09,Saturday,Laboral,Noche,Neutros,0,0,-0.00911943691880579,Cluster 2
539,725-96-3778,Naypyitaw,Miembro,Mujer,Home and lifestyle,89.25,8,35.7,749.7,Cash,714.0,4.7,2019-01-20,Sunday,Festivo,Mañana,Detractores,-100,0,-0.01886364958331876,Cluster 0
540,105-10-6182,Yangon,Miembro,Hombre,Fashion accessories,21.48,2,2.148,45.108,Ewallet,42.96,6.6,2019-02-27,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03169119450222735,Cluster 0
541,236-86-3015,Naypyitaw,Miembro,Hombre,Home and lifestyle,13.98,1,0.6990000000000001,14.679,Ewallet,13.98,9.8,2019-02-04,Monday,Laboral,Mañana,Promotores,100,1,0.0036812658070709547,Cluster 0
542,427-45-9297,Mandalay,Miembro,Mujer,Home and lifestyle,40.73,7,14.2555,299.3655,Ewallet,285.11,5.4,2019-03-12,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.046321231588659695,Cluster 0
543,734-91-1155,Mandalay,Normal,Mujer,Electronic accessories,45.71,3,6.8565,143.9865,Credit card,137.13,7.7,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.018348162238959742,Cluster 0
544,602-80-9671,Naypyitaw,Miembro,Mujer,Home and lifestyle,15.95,6,4.785,100.485,Credit card,95.7,5.1,2019-02-09,Saturday,Laboral,Tarde,Detractores,-100,0,-0.01664179519558462,Cluster 1
545,642-30-6693,Mandalay,Normal,Mujer,Sports and travel,54.51,6,16.352999999999998,343.413,Ewallet,327.06,7.8,2019-03-17,Sunday,Festivo,Mañana,Neutros,0,0,-0.026667186866201176,Cluster 0
546,574-22-5561,Naypyitaw,Miembro,Mujer,Fashion accessories,82.63,10,41.315,867.615,Ewallet,826.3,7.9,2019-03-19,Tuesday,Laboral,Tarde,Neutros,0,0,-0.016828215325650486,Cluster 1
547,689-16-9784,Naypyitaw,Normal,Hombre,Food and beverages,46.77,6,14.031,294.651,Cash,280.62,6.0,2019-03-11,Monday,Laboral,Mañana,Detractores,-100,0,-0.038337826723897406,Cluster 0
548,735-06-4124,Naypyitaw,Normal,Hombre,Food and beverages,48.61,1,2.4305,51.0405,Cash,48.61,4.4,2019-02-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.004317754167210697,Cluster 1
549,342-65-4817,Naypyitaw,Miembro,Hombre,Health and beauty,86.8,3,13.02,273.42,Ewallet,260.4,9.9,2019-01-28,Monday,Laboral,Tarde,Promotores,100,0,-0.004931933140117639,Cluster 1
550,542-41-0513,Mandalay,Miembro,Mujer,Electronic accessories,57.49,4,11.498,241.458,Cash,229.96,6.6,2019-03-15,Friday,Laboral,Mañana,Neutros,0,0,-0.0468760978736002,Cluster 0
551,197-77-7132,Mandalay,Miembro,Hombre,Electronic accessories,91.56,8,36.624,769.1039999999998,Ewallet,732.48,6.0,2019-01-12,Saturday,Laboral,Noche,Detractores,-100,0,-0.008953634147996659,Cluster 2
552,273-84-2164,Naypyitaw,Miembro,Hombre,Electronic accessories,12.05,5,3.0125,63.2625,Ewallet,60.25,5.5,2019-02-16,Saturday,Laboral,Tarde,Detractores,-100,0,-0.024029479028514825,Cluster 1
553,545-46-3100,Mandalay,Miembro,Mujer,Electronic accessories,10.59,3,1.5885,33.3585,Credit card,31.77,8.7,2019-03-12,Tuesday,Laboral,Mañana,Promotores,100,0,-0.01457150242194094,Cluster 0
554,891-01-7034,Mandalay,Normal,Mujer,Electronic accessories,74.71,6,22.413,470.673,Cash,448.26,6.7,2019-01-01,Tuesday,Laboral,Noche,Neutros,0,0,-0.023138582942894947,Cluster 2
555,186-71-5196,Yangon,Miembro,Mujer,Food and beverages,79.54,2,7.954,167.03400000000005,Ewallet,159.08,6.2,2019-03-27,Wednesday,Festivo,Tarde,Detractores,-100,0,-0.027822109261455563,Cluster 1
556,605-83-1050,Mandalay,Normal,Hombre,Fashion accessories,27.18,2,2.718,57.078,Ewallet,54.36,4.3,2019-03-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.030686617588046024,Cluster 1
557,751-15-6198,Mandalay,Normal,Hombre,Sports and travel,23.01,6,6.903,144.963,Ewallet,138.06,7.9,2019-01-12,Saturday,Laboral,Tarde,Neutros,0,0,-0.03432395698339885,Cluster 1
558,869-11-3082,Mandalay,Miembro,Hombre,Health and beauty,96.16,4,19.232,403.872,Credit card,384.64,8.4,2019-01-27,Sunday,Festivo,Noche,Neutros,0,0,-0.016599719396957813,Cluster 2
559,219-61-4139,Naypyitaw,Normal,Hombre,Electronic accessories,83.08,1,4.154,87.234,Ewallet,83.08,6.4,2019-01-23,Wednesday,Laboral,Tarde,Detractores,-100,1,0.0023968783968663088,Cluster 1
560,744-02-5987,Yangon,Miembro,Hombre,Home and lifestyle,78.38,6,23.514,493.794,Ewallet,470.28,5.8,2019-01-10,Thursday,Laboral,Tarde,Detractores,-100,0,-0.034451937538769406,Cluster 1
561,394-55-6384,Naypyitaw,Miembro,Mujer,Sports and travel,70.19,9,31.5855,663.2955,Cash,631.71,6.7,2019-01-25,Friday,Laboral,Mañana,Neutros,0,0,-0.0410122660514054,Cluster 0
562,695-28-6250,Yangon,Normal,Mujer,Sports and travel,43.06,5,10.765,226.065,Ewallet,215.3,7.7,2019-02-04,Monday,Laboral,Tarde,Neutros,0,0,-0.03864314535363567,Cluster 1
563,668-90-8900,Yangon,Normal,Mujer,Home and lifestyle,93.69,7,32.7915,688.6215,Credit card,655.83,4.5,2019-03-10,Sunday,Festivo,Noche,Detractores,-100,1,0.00021013515057566323,Cluster 2
564,756-49-0168,Yangon,Miembro,Hombre,Fashion accessories,19.7,1,0.985,20.685,Ewallet,19.7,9.5,2019-02-08,Friday,Laboral,Mañana,Promotores,100,0,-0.023734077268094844,Cluster 0
565,582-52-8065,Mandalay,Normal,Mujer,Fashion accessories,54.31,9,24.4395,513.2295,Cash,488.79,8.9,2019-02-22,Friday,Laboral,Mañana,Promotores,100,0,-0.05116165926167654,Cluster 0
566,885-56-0389,Naypyitaw,Miembro,Hombre,Fashion accessories,52.35,1,2.6175,54.9675,Cash,52.35,4.0,2019-02-12,Tuesday,Festivo,Tarde,Detractores,-100,0,-0.009091429304658559,Cluster 1
567,300-71-4605,Naypyitaw,Miembro,Hombre,Electronic accessories,86.04,5,21.51,451.71,Ewallet,430.2,4.8,2019-02-25,Monday,Laboral,Mañana,Detractores,-100,0,-0.006669910917387778,Cluster 0
568,569-76-2760,Yangon,Miembro,Mujer,Sports and travel,22.01,4,4.402,92.442,Credit card,88.04,6.6,2019-01-29,Tuesday,Laboral,Noche,Neutros,0,0,-0.034104220653532025,Cluster 2
569,487-79-6868,Mandalay,Miembro,Mujer,Home and lifestyle,12.29,9,5.5305,116.1405,Credit card,110.61,8.0,2019-03-26,Tuesday,Laboral,Noche,Neutros,0,0,-0.020547813291590392,Cluster 2
570,376-56-3573,Naypyitaw,Normal,Mujer,Fashion accessories,95.42,4,19.084,400.764,Ewallet,381.68,6.4,2019-02-02,Saturday,Laboral,Mañana,Detractores,-100,0,-0.032358423399952214,Cluster 0
571,592-34-6155,Naypyitaw,Normal,Hombre,Food and beverages,31.77,4,6.354,133.434,Ewallet,127.08,6.2,2019-01-14,Monday,Laboral,Tarde,Detractores,-100,0,-0.04357024945205379,Cluster 1
572,366-93-0948,Yangon,Miembro,Hombre,Electronic accessories,66.35,1,3.3175,69.6675,Credit card,66.35,9.7,2019-01-31,Thursday,Laboral,Mañana,Promotores,100,0,-0.014224373392562216,Cluster 0
573,793-10-3222,Mandalay,Miembro,Mujer,Health and beauty,41.06,6,12.318,258.678,Credit card,246.36,8.3,2019-03-05,Tuesday,Laboral,Mañana,Neutros,0,0,-0.030543141598374457,Cluster 0
574,189-40-5216,Naypyitaw,Normal,Hombre,Electronic accessories,96.37,7,33.7295,708.3195,Cash,674.59,6.0,2019-01-09,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.015075868089803438,Cluster 0
575,677-11-0152,Naypyitaw,Normal,Mujer,Food and beverages,93.26,9,41.967,881.307,Cash,839.34,8.8,2019-01-16,Wednesday,Laboral,Noche,Promotores,100,1,0.007069211134044241,Cluster 2
576,369-82-2676,Mandalay,Normal,Hombre,Electronic accessories,75.66,5,18.915,397.215,Ewallet,378.3,7.8,2019-01-15,Tuesday,Laboral,Noche,Neutros,0,0,-0.02924228904543114,Cluster 2
577,318-68-5053,Mandalay,Normal,Mujer,Health and beauty,76.99,6,23.097,485.037,Cash,461.94,6.1,2019-02-27,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.02331233208898431,Cluster 1
578,587-03-7455,Naypyitaw,Miembro,Mujer,Fashion accessories,97.79,7,34.2265,718.7565,Ewallet,684.53,4.9,2019-02-16,Saturday,Laboral,Tarde,Detractores,-100,0,-0.009617710545166136,Cluster 1
579,437-58-8131,Mandalay,Normal,Mujer,Fashion accessories,73.52,2,7.352,154.392,Ewallet,147.04,4.6,2019-01-15,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.024230036677942324,Cluster 0
580,598-06-7312,Mandalay,Miembro,Hombre,Fashion accessories,91.35,1,4.5675,95.9175,Cash,91.35,6.8,2019-02-16,Saturday,Laboral,Tarde,Neutros,0,0,-0.030954627226250864,Cluster 1
581,779-42-2410,Mandalay,Miembro,Hombre,Food and beverages,57.74,3,8.661,181.881,Ewallet,173.22,7.7,2019-02-20,Wednesday,Laboral,Mañana,Neutros,0,0,-0.0344011356962628,Cluster 0
582,896-34-0956,Yangon,Normal,Hombre,Fashion accessories,21.32,1,1.0659999999999998,22.386,Cash,21.32,5.9,2019-01-26,Saturday,Laboral,Mañana,Detractores,-100,0,-0.02704807138184495,Cluster 0
583,676-39-6028,Yangon,Miembro,Mujer,Electronic accessories,64.44,5,16.11,338.31,Cash,322.2,6.6,2019-03-30,Saturday,Laboral,Tarde,Neutros,0,0,-0.04121283746585114,Cluster 1
584,365-16-4334,Mandalay,Normal,Mujer,Food and beverages,26.43,8,10.572,222.012,Ewallet,211.44,8.9,2019-02-24,Sunday,Festivo,Tarde,Promotores,100,0,-0.024153151200315248,Cluster 1
585,210-74-9613,Naypyitaw,Normal,Hombre,Fashion accessories,97.26,4,19.452,408.492,Ewallet,389.04,6.8,2019-03-16,Saturday,Laboral,Tarde,Neutros,0,0,-0.033626005254590696,Cluster 1
586,189-17-4241,Yangon,Normal,Mujer,Fashion accessories,87.67,2,8.767000000000001,184.107,Credit card,175.34,7.7,2019-03-10,Sunday,Festivo,Mañana,Neutros,0,0,-0.027784989520590275,Cluster 0
587,279-62-1445,Naypyitaw,Miembro,Mujer,Fashion accessories,12.54,1,0.627,13.167,Cash,12.54,8.2,2019-02-21,Thursday,Laboral,Mañana,Neutros,0,0,-0.004923567464313772,Cluster 0
588,560-30-5617,Mandalay,Normal,Mujer,Sports and travel,24.77,5,6.1925,130.0425,Cash,123.85,8.5,2019-03-24,Sunday,Festivo,Noche,Promotores,100,0,-0.0251162973385386,Cluster 2
589,799-71-1548,Yangon,Miembro,Hombre,Electronic accessories,77.72,4,15.544,326.4240000000001,Credit card,310.88,8.8,2019-01-07,Monday,Laboral,Tarde,Promotores,100,0,-0.025402735524853948,Cluster 1
590,593-65-1552,Naypyitaw,Normal,Mujer,Home and lifestyle,69.81,4,13.962,293.202,Credit card,279.24,5.9,2019-01-28,Monday,Laboral,Noche,Detractores,-100,0,-0.023417846175633358,Cluster 2
591,607-76-6216,Naypyitaw,Miembro,Mujer,Fashion accessories,92.49,5,23.1225,485.5725,Credit card,462.45,8.6,2019-03-02,Saturday,Festivo,Tarde,Promotores,100,0,-0.0380504185514543,Cluster 1
592,173-82-9529,Mandalay,Normal,Mujer,Fashion accessories,37.95,10,18.975,398.475,Cash,379.5,9.7,2019-01-26,Saturday,Laboral,Tarde,Promotores,100,0,-0.023720046275128803,Cluster 1
593,393-65-2792,Naypyitaw,Normal,Hombre,Food and beverages,89.48,10,44.74,939.54,Credit card,894.8,9.6,2019-01-06,Sunday,Festivo,Mañana,Promotores,100,1,0.008024946633714114,Cluster 0
594,544-55-9589,Mandalay,Miembro,Mujer,Electronic accessories,21.43,10,10.715,225.015,Cash,214.3,6.2,2019-01-28,Monday,Laboral,Mañana,Detractores,-100,0,-0.025554661909223172,Cluster 0
595,236-27-1144,Naypyitaw,Normal,Mujer,Food and beverages,16.31,9,7.3395,154.1295,Ewallet,146.79,8.4,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.017149263961346306,Cluster 0
596,518-71-6847,Mandalay,Miembro,Hombre,Food and beverages,26.6,6,7.98,167.58,Ewallet,159.6,4.9,2019-02-26,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03176511940316451,Cluster 1
597,648-83-1321,Yangon,Miembro,Hombre,Home and lifestyle,63.56,10,31.78,667.38,Cash,635.6,4.3,2019-01-16,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.021352468324397637,Cluster 1
598,834-45-5519,Mandalay,Normal,Mujer,Electronic accessories,43.0,4,8.6,180.6,Ewallet,172.0,7.6,2019-01-31,Thursday,Laboral,Noche,Neutros,0,0,-0.026935358935779363,Cluster 2
599,790-29-1172,Mandalay,Normal,Mujer,Food and beverages,57.34,3,8.601,180.621,Credit card,172.02,7.9,2019-03-10,Sunday,Festivo,Noche,Neutros,0,0,-0.04320032884093117,Cluster 2
600,269-04-5750,Mandalay,Miembro,Hombre,Fashion accessories,73.82,4,14.764,310.0440000000001,Cash,295.28,6.7,2019-02-21,Thursday,Laboral,Noche,Neutros,0,0,-0.034270892461380154,Cluster 2
601,472-15-9636,Yangon,Normal,Hombre,Home and lifestyle,50.93,8,20.372,427.812,Ewallet,407.44,9.2,2019-03-22,Friday,Laboral,Noche,Promotores,100,0,-0.032818805828753184,Cluster 2
602,283-79-9594,Mandalay,Normal,Mujer,Food and beverages,48.51,7,16.9785,356.5485,Credit card,339.57,5.2,2019-01-25,Friday,Laboral,Mañana,Detractores,-100,0,-0.033665748999485934,Cluster 0
603,343-75-9322,Mandalay,Miembro,Mujer,Sports and travel,11.85,8,4.74,99.54,Cash,94.8,4.1,2019-01-09,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.015439521793782498,Cluster 1
604,176-64-7711,Mandalay,Normal,Hombre,Food and beverages,32.32,3,4.848,101.808,Credit card,96.96,4.3,2019-03-27,Wednesday,Festivo,Noche,Detractores,-100,0,-0.014561194383778453,Cluster 2
605,122-61-9553,Naypyitaw,Normal,Mujer,Electronic accessories,51.32,9,23.094,484.974,Cash,461.88,5.6,2019-03-14,Thursday,Laboral,Noche,Detractores,-100,0,-0.019507909843447302,Cluster 2
606,503-07-0930,Naypyitaw,Miembro,Hombre,Sports and travel,58.39,7,20.4365,429.1665,Credit card,408.73,8.2,2019-02-23,Saturday,Laboral,Noche,Neutros,0,0,-0.03112379140575772,Cluster 2
607,676-10-2200,Mandalay,Miembro,Hombre,Fashion accessories,53.78,1,2.689,56.469,Ewallet,53.78,4.7,2019-02-03,Sunday,Festivo,Noche,Detractores,-100,0,-0.02151739498571481,Cluster 2
608,641-96-3695,Naypyitaw,Miembro,Mujer,Fashion accessories,43.46,6,13.038,273.798,Ewallet,260.76,8.5,2019-02-07,Thursday,Laboral,Tarde,Promotores,100,0,-0.03358803703367319,Cluster 1
609,760-53-9233,Yangon,Miembro,Hombre,Fashion accessories,41.28,3,6.192,130.032,Credit card,123.84,8.5,2019-03-26,Tuesday,Laboral,Noche,Promotores,100,0,-0.02614055515659941,Cluster 2
610,514-37-2845,Mandalay,Normal,Hombre,Fashion accessories,99.25,2,9.925,208.425,Cash,198.5,9.0,2019-03-20,Wednesday,Laboral,Mañana,Promotores,100,0,-0.02484108609545632,Cluster 0
611,318-81-2368,Naypyitaw,Normal,Mujer,Electronic accessories,46.2,1,2.31,48.51,Cash,46.2,6.3,2019-03-19,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.017315600494414832,Cluster 0
612,559-98-9873,Yangon,Miembro,Mujer,Fashion accessories,53.65,7,18.7775,394.3275,Ewallet,375.55,5.2,2019-02-10,Sunday,Festivo,Mañana,Detractores,-100,0,-0.028582178246399637,Cluster 0
613,442-48-3607,Yangon,Miembro,Hombre,Food and beverages,23.48,2,2.3480000000000003,49.308,Credit card,46.96,7.9,2019-03-14,Thursday,Laboral,Mañana,Neutros,0,0,-0.02277089443374336,Cluster 0
614,751-41-9720,Naypyitaw,Normal,Hombre,Home and lifestyle,97.5,10,48.75,1023.75,Ewallet,975.0,8.0,2019-01-12,Saturday,Laboral,Tarde,Neutros,0,1,0.005099171508607947,Cluster 1
615,716-39-1409,Mandalay,Normal,Hombre,Health and beauty,30.35,7,10.6225,223.0725,Cash,212.45,8.0,2019-03-19,Tuesday,Laboral,Noche,Neutros,0,0,-0.02352015237982985,Cluster 2
616,663-86-9076,Naypyitaw,Miembro,Mujer,Food and beverages,68.54,8,27.416,575.736,Ewallet,548.32,8.5,2019-01-08,Tuesday,Laboral,Tarde,Promotores,100,0,-0.031635348685716484,Cluster 1
617,866-70-2814,Mandalay,Normal,Mujer,Electronic accessories,52.79,10,26.395,554.295,Ewallet,527.9,10.0,2019-02-25,Monday,Laboral,Mañana,Promotores,100,0,-0.00955954473648879,Cluster 0
618,760-90-2357,Yangon,Miembro,Hombre,Electronic accessories,74.51,6,22.353,469.413,Ewallet,447.06,5.0,2019-03-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.03226607911077761,Cluster 1
619,156-20-0370,Mandalay,Normal,Mujer,Electronic accessories,25.45,1,1.2725,26.7225,Credit card,25.45,5.1,2019-03-10,Sunday,Festivo,Noche,Detractores,-100,0,-0.007154102749912683,Cluster 2
620,448-81-5016,Yangon,Normal,Hombre,Health and beauty,59.77,2,5.977,125.517,Credit card,119.54,5.8,2019-03-11,Monday,Laboral,Mañana,Detractores,-100,0,-0.02483386977119673,Cluster 0
621,576-31-4774,Mandalay,Normal,Mujer,Health and beauty,73.41,3,11.0115,231.2415,Ewallet,220.23,4.0,2019-03-02,Saturday,Festivo,Mañana,Detractores,-100,0,-0.025645284191647463,Cluster 0
622,355-53-5943,Yangon,Miembro,Mujer,Electronic accessories,68.84,6,20.652,433.692,Ewallet,413.04,5.8,2019-02-25,Monday,Laboral,Tarde,Detractores,-100,0,-0.03638609713734642,Cluster 1
623,169-52-4504,Yangon,Normal,Mujer,Electronic accessories,15.69,3,2.3535,49.4235,Credit card,47.07,5.8,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.012596715827071224,Cluster 1
624,831-64-0259,Mandalay,Normal,Mujer,Fashion accessories,39.75,5,9.9375,208.6875,Ewallet,198.75,9.6,2019-02-22,Friday,Laboral,Mañana,Promotores,100,0,-0.04493043127027385,Cluster 0
625,186-43-8965,Yangon,Miembro,Mujer,Home and lifestyle,47.68,2,4.768,100.128,Credit card,95.36,4.1,2019-02-24,Sunday,Festivo,Mañana,Detractores,-100,0,-0.03067142632392905,Cluster 0
626,213-32-1216,Yangon,Normal,Mujer,Electronic accessories,66.06,6,19.818,416.17800000000005,Cash,396.36,7.3,2019-01-23,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03912708184585889,Cluster 0
627,725-67-2480,Mandalay,Miembro,Mujer,Fashion accessories,58.75,6,17.625,370.125,Credit card,352.5,5.9,2019-03-24,Sunday,Festivo,Noche,Detractores,-100,0,-0.03201326279220562,Cluster 2
