,edad,ocupacion,estadocivil,estudios,descubierto,saldoanual,hipoteca,prestamo,canalcontacto,dia,mes,duracion,contactosactuales,contactoanterior,contactosprevios,contrata,contratanum,Anomaly,Anomaly_Score,Label,Score,perfil
1005,49,management,divorced,tertiary,0,10,0,0,cellular,8,aug,169,2,-1,0,no,0,0,-0.06435051358712912,no,0.5789,Periferia
1006,35,technician,married,tertiary,0,944,0,0,cellular,8,aug,351,2,-1,0,no,0,0,-0.11497535277519455,yes,0.5932,Periferia
1007,46,admin.,married,secondary,0,2148,0,0,cellular,8,aug,176,4,-1,0,no,0,0,-0.12169296134039215,no,0.5424,Periferia
1008,35,technician,married,secondary,0,46,0,0,cellular,8,aug,404,4,-1,0,no,0,0,-0.121194389664581,yes,0.575,Periferia
1009,40,technician,married,secondary,0,84,1,0,cellular,8,aug,119,3,-1,0,no,0,0,-0.1164360951752576,no,0.6609,No interesante
1010,37,technician,single,secondary,0,274,0,0,cellular,8,aug,173,3,-1,0,no,0,0,-0.1181545494650862,no,0.5255,Periferia
1011,45,blue-collar,married,secondary,0,115,0,0,cellular,11,aug,209,4,-1,0,no,0,0,-0.1251792594910046,yes,0.523,Periferia
1012,56,services,married,secondary,0,750,0,1,cellular,11,aug,92,3,-1,0,no,0,0,-0.07959042280857709,no,0.6162,No interesante
1013,46,technician,married,secondary,0,6086,0,0,cellular,11,aug,210,2,-1,0,no,0,0,-0.11080358595585116,yes,0.5517,Periferia
1014,46,management,married,tertiary,0,5108,0,0,cellular,11,aug,165,4,-1,0,no,0,0,-0.10192140828453776,no,0.5582,Periferia
1015,43,services,married,tertiary,0,2764,0,0,cellular,11,aug,270,2,-1,0,no,0,0,-0.10392922487877304,yes,0.5721,Periferia
1016,32,unemployed,married,tertiary,0,1364,0,0,cellular,11,aug,104,4,-1,0,no,0,0,-0.0917598028667408,no,0.5898,Periferia
1017,41,management,divorced,tertiary,0,4495,1,0,cellular,11,aug,55,5,-1,0,no,0,0,-0.04439722245482086,no,0.6762,No interesante
1018,51,technician,divorced,secondary,0,0,0,0,cellular,11,aug,177,2,-1,0,no,0,0,-0.06961297189771665,no,0.5721,Periferia
1019,57,blue-collar,married,primary,0,856,0,0,cellular,11,aug,194,6,-1,0,no,0,0,-0.08561635572999976,no,0.5605,Periferia
1020,32,technician,single,tertiary,0,300,0,0,cellular,11,aug,163,2,-1,0,no,0,0,-0.11714130749138095,no,0.5371,Periferia
1021,59,services,married,secondary,0,108,0,0,cellular,11,aug,120,4,-1,0,no,0,0,-0.11609612477400033,no,0.6006,No interesante
1022,32,technician,married,secondary,0,999,0,0,cellular,11,aug,382,3,-1,0,no,0,0,-0.11740239241745715,yes,0.6213,Plasma
1023,33,technician,married,tertiary,0,2586,0,0,cellular,11,aug,117,3,-1,0,no,0,0,-0.11364295171204948,no,0.5688,Periferia
1024,30,technician,single,tertiary,0,290,0,0,cellular,11,aug,485,5,-1,0,no,0,0,-0.10369665756914126,yes,0.6184,Plasma
1025,59,technician,married,secondary,0,478,0,0,cellular,11,aug,108,5,-1,0,no,0,0,-0.11578524124837407,no,0.6027,No interesante
1026,47,retired,married,secondary,0,-71,1,0,cellular,11,aug,293,5,-1,0,no,0,0,-0.08994266364825731,no,0.5678,Periferia
1027,43,management,married,tertiary,0,8,0,0,cellular,11,aug,95,4,-1,0,no,0,0,-0.11813635530923222,no,0.6344,No interesante
1028,34,management,married,tertiary,0,519,0,0,cellular,11,aug,57,3,-1,0,no,0,0,-0.11577615453605328,no,0.5904,Periferia
1029,35,technician,single,secondary,0,354,0,0,cellular,11,aug,444,3,-1,0,yes,1,0,-0.07950349303221815,yes,0.6339,Plasma
1030,40,technician,married,secondary,0,1716,1,0,cellular,12,aug,226,8,-1,0,no,0,0,-0.11015325717782548,no,0.5546,Periferia
1031,30,management,single,tertiary,0,115,0,0,cellular,12,aug,154,2,-1,0,no,0,0,-0.1131661409943432,no,0.5434,Periferia
1032,51,admin.,married,secondary,0,1535,0,0,cellular,12,aug,359,2,-1,0,no,0,0,-0.11792171564421665,yes,0.5968,Periferia
1033,41,technician,single,secondary,0,297,0,1,cellular,12,aug,140,2,-1,0,no,0,0,-0.08928556228563901,no,0.5898,Periferia
1034,30,management,single,tertiary,0,220,0,1,cellular,12,aug,111,2,-1,0,no,0,0,-0.08460639332235265,no,0.602,No interesante
1035,35,management,married,tertiary,0,100,0,0,cellular,12,aug,120,2,-1,0,no,0,0,-0.1201215117650477,no,0.5803,Periferia
1036,46,unemployed,married,secondary,0,3533,1,0,cellular,12,aug,235,2,-1,0,no,0,0,-0.08866687226981951,no,0.5224,Periferia
1037,34,management,single,tertiary,0,2757,1,0,cellular,12,aug,126,2,-1,0,no,0,0,-0.10266747001413627,no,0.6354,No interesante
1038,32,technician,single,secondary,0,5,0,0,cellular,12,aug,105,2,-1,0,no,0,0,-0.11857521339911907,no,0.6121,No interesante
1039,31,management,married,tertiary,1,-253,0,0,cellular,12,aug,220,4,-1,0,no,0,0,-0.06361316322540966,no,0.5287,Periferia
1040,52,admin.,married,secondary,0,2347,0,1,cellular,12,aug,603,3,-1,0,no,0,0,-0.06859662825197271,yes,0.5923,Periferia
1041,39,technician,married,secondary,0,1986,0,0,cellular,12,aug,217,6,-1,0,no,0,0,-0.11915978860538795,yes,0.5247,Periferia
1042,30,management,single,tertiary,0,894,0,0,cellular,12,aug,312,6,-1,0,no,0,0,-0.10317850259915518,yes,0.5637,Periferia
1043,43,housemaid,married,primary,0,25,0,0,cellular,12,aug,121,2,-1,0,no,0,0,-0.08476473024350982,no,0.6294,No interesante
1044,39,management,married,tertiary,0,1424,1,0,cellular,12,aug,254,2,-1,0,no,0,0,-0.11038469490910274,no,0.5232,Periferia
1045,60,retired,married,tertiary,0,1141,0,0,cellular,12,aug,66,4,-1,0,no,0,0,-0.09384901460392853,no,0.6068,No interesante
1046,31,technician,single,tertiary,0,208,0,0,cellular,12,aug,1344,7,-1,0,yes,1,0,-0.033396733096445474,yes,0.6234,Plasma
1047,42,technician,married,tertiary,0,250,0,1,cellular,12,aug,213,3,-1,0,no,0,0,-0.0891710571602789,no,0.5119,Periferia
1048,47,technician,married,tertiary,0,545,1,0,cellular,12,aug,588,3,-1,0,no,0,0,-0.09847810385028244,yes,0.6022,Plasma
1049,54,admin.,married,secondary,0,4943,0,0,cellular,12,aug,145,11,-1,0,no,0,0,-0.09721410571076587,no,0.5784,Periferia
1050,44,management,married,secondary,0,781,1,0,cellular,12,aug,112,5,-1,0,no,0,0,-0.10976969212926224,no,0.6651,No interesante
1051,46,management,married,secondary,0,3570,0,0,cellular,13,aug,69,2,-1,0,no,0,0,-0.11333897316938968,no,0.5858,Periferia
1053,32,management,single,tertiary,0,297,0,0,cellular,13,aug,225,2,-1,0,no,0,0,-0.1117262881381154,yes,0.5723,Periferia
1054,45,management,divorced,tertiary,0,6542,1,0,cellular,13,aug,93,4,-1,0,no,0,0,-0.036259215203857664,no,0.6604,No interesante
1055,33,management,married,tertiary,0,296,0,0,cellular,13,aug,142,4,-1,0,no,0,0,-0.11737726004078007,no,0.5724,Periferia
1056,59,management,married,tertiary,1,782,0,1,cellular,13,aug,127,2,-1,0,no,0,0,-0.027284667336493984,no,0.6138,No interesante
1057,58,technician,single,secondary,0,382,0,0,cellular,13,aug,460,2,-1,0,no,0,0,-0.10066674778327288,yes,0.6378,Plasma
1058,55,services,married,secondary,0,-31,0,1,cellular,13,aug,81,2,-1,0,no,0,0,-0.07697306173154422,no,0.6627,No interesante
1059,39,technician,married,secondary,0,8,0,1,cellular,13,aug,87,2,-1,0,no,0,0,-0.09020495076621476,no,0.661,No interesante
1060,48,blue-collar,married,primary,0,890,0,0,cellular,13,aug,157,6,-1,0,no,0,0,-0.08936453625294327,no,0.594,Periferia
1061,36,technician,divorced,secondary,0,1941,0,1,cellular,13,aug,156,4,-1,0,no,0,0,-0.04608792014154728,no,0.6138,No interesante
1062,44,management,divorced,tertiary,0,0,0,0,cellular,13,aug,169,2,-1,0,no,0,0,-0.07364298006114173,no,0.5789,Periferia
1063,34,technician,single,secondary,0,16,0,0,cellular,13,aug,990,1,-1,0,yes,1,0,-0.05222917006694722,yes,0.621,Plasma
1064,58,management,married,tertiary,0,3948,0,1,cellular,13,aug,76,1,-1,0,no,0,0,-0.06380742077592277,no,0.6248,No interesante
1065,42,management,married,tertiary,0,17,0,0,cellular,13,aug,175,6,-1,0,no,0,0,-0.11528919768459472,no,0.5901,Periferia
1066,52,technician,married,secondary,0,1064,0,0,cellular,14,aug,106,2,-1,0,no,0,0,-0.1244128569691863,no,0.5669,Periferia
1067,40,management,married,tertiary,0,8902,1,0,cellular,14,aug,464,5,-1,0,no,0,0,-0.07336920994381424,yes,0.5723,Periferia
1068,57,technician,divorced,secondary,0,3043,0,0,cellular,14,aug,707,2,-1,0,yes,1,0,-0.015209672319259238,yes,0.6358,Plasma
1069,56,technician,married,secondary,0,2065,0,0,cellular,14,aug,71,2,-1,0,no,0,0,-0.12005829999196033,no,0.587,Periferia
1070,55,services,married,tertiary,0,64,1,1,cellular,14,aug,151,6,-1,0,no,0,0,-0.0661109869584226,no,0.6945,No interesante
1071,50,services,married,secondary,0,961,0,1,cellular,14,aug,757,4,-1,0,no,0,0,-0.06680684924617658,yes,0.5808,Periferia
1072,30,management,single,secondary,0,135,0,0,cellular,14,aug,112,2,-1,0,no,0,0,-0.114840090869673,no,0.5706,Periferia
1073,30,management,single,tertiary,0,3905,0,0,cellular,14,aug,112,2,-1,0,no,0,0,-0.1027310791328842,no,0.5637,Periferia
1074,47,blue-collar,married,secondary,0,232,1,1,cellular,14,aug,90,4,-1,0,no,0,0,-0.08725320648791507,no,0.6786,No interesante
1075,35,technician,single,secondary,0,663,0,1,cellular,14,aug,215,2,-1,0,no,0,0,-0.0918283893468404,yes,0.5023,Periferia
1076,60,management,married,tertiary,0,759,0,0,cellular,14,aug,136,2,-1,0,no,0,0,-0.11407692012212027,no,0.5411,Periferia
1077,32,technician,single,tertiary,0,6284,0,0,cellular,14,aug,167,8,-1,0,no,0,0,-0.08602768722351861,no,0.5699,Periferia
1078,60,management,married,tertiary,0,3387,0,0,cellular,14,aug,636,2,-1,0,no,0,0,-0.08377578251225304,yes,0.6481,Plasma
1079,42,self-employed,married,secondary,0,0,0,0,cellular,14,aug,277,4,-1,0,no,0,0,-0.12201960717651228,no,0.5032,Periferia
1080,45,services,married,secondary,0,567,1,0,telephone,14,aug,234,3,-1,0,no,0,0,-0.08193356154906939,no,0.6381,No interesante
1081,48,services,married,secondary,0,125,0,0,cellular,14,aug,89,7,-1,0,no,0,0,-0.11760239998803453,no,0.6129,No interesante
1082,32,technician,single,secondary,0,303,0,0,cellular,14,aug,390,3,-1,0,no,0,0,-0.11176235638521537,yes,0.6284,Plasma
1083,48,management,divorced,tertiary,0,869,0,0,cellular,18,aug,48,6,-1,0,no,0,0,-0.06191628775499791,no,0.6402,No interesante
1084,32,technician,single,tertiary,0,3818,0,0,cellular,18,aug,100,4,-1,0,no,0,0,-0.10643309588163392,no,0.6069,No interesante
1085,46,services,married,secondary,0,0,0,0,cellular,18,aug,74,4,-1,0,no,0,0,-0.12310220359969,no,0.6711,No interesante
1086,55,blue-collar,married,secondary,0,1901,0,0,cellular,18,aug,143,4,-1,0,no,0,0,-0.1208438445152802,no,0.5829,Periferia
1087,44,self-employed,married,tertiary,0,8402,1,0,cellular,18,aug,515,5,-1,0,no,0,0,-0.07478289307820812,yes,0.572,Periferia
1088,30,management,single,tertiary,0,1077,0,0,cellular,18,aug,128,4,-1,0,no,0,0,-0.11312006783670725,no,0.5986,Periferia
1089,42,technician,married,secondary,0,1018,0,0,cellular,18,aug,280,2,-1,0,no,0,0,-0.12551635674839795,yes,0.5642,Periferia
1090,39,management,divorced,tertiary,0,3575,0,1,cellular,18,aug,74,3,-1,0,no,0,0,-0.030643408083297238,no,0.6521,No interesante
1091,46,management,divorced,tertiary,0,302,0,0,cellular,18,aug,80,13,-1,0,no,0,0,-0.048679364928718716,no,0.6319,No interesante
1092,46,management,married,tertiary,0,473,1,0,cellular,18,aug,201,4,-1,0,no,0,0,-0.10919359441965304,no,0.6093,No interesante
1093,58,admin.,married,secondary,0,2180,0,0,cellular,18,aug,273,4,-1,0,no,0,0,-0.11662451815038022,yes,0.5422,Periferia
1094,54,blue-collar,married,secondary,0,0,0,0,cellular,19,aug,87,2,-1,0,no,0,0,-0.1207201856307566,no,0.6292,No interesante
1095,53,blue-collar,married,secondary,0,4380,0,0,telephone,19,aug,223,7,-1,0,no,0,0,-0.0677736473626045,no,0.5706,Periferia
1096,39,housemaid,married,primary,0,0,1,0,cellular,19,aug,92,4,-1,0,no,0,0,-0.08082431774817711,no,0.7113,No interesante
1097,39,management,single,tertiary,1,-401,1,0,cellular,19,aug,274,4,-1,0,no,0,0,-0.04883068152877368,no,0.5686,Periferia
1098,59,retired,married,primary,0,0,0,0,cellular,19,aug,288,2,-1,0,no,0,0,-0.0640042018130329,yes,0.5058,Periferia
1099,53,technician,married,secondary,0,3429,0,0,cellular,19,aug,280,4,-1,0,no,0,0,-0.11475908086824245,yes,0.5438,Periferia
1100,30,management,single,tertiary,0,-58,0,1,cellular,19,aug,15,18,-1,0,no,0,0,-0.04181755419821076,no,0.707,No interesante
1101,43,management,divorced,tertiary,0,3820,0,0,cellular,19,aug,86,5,-1,0,no,0,0,-0.05826787651803994,no,0.6267,No interesante
1102,42,management,married,tertiary,0,559,0,0,cellular,19,aug,88,1,-1,0,no,0,0,-0.11980731380762555,no,0.5845,Periferia
1103,40,technician,married,tertiary,0,0,0,0,cellular,19,aug,44,1,-1,0,no,0,0,-0.12143364110837825,no,0.6435,No interesante
1104,58,blue-collar,married,secondary,0,72,0,0,cellular,19,aug,235,5,-1,0,no,0,0,-0.11725767832986556,yes,0.5092,Periferia
1105,52,management,married,secondary,0,264,0,0,cellular,20,aug,68,8,-1,0,no,0,0,-0.11293074124115082,no,0.6445,No interesante
1106,31,technician,married,secondary,0,0,0,0,cellular,20,aug,117,4,-1,0,no,0,0,-0.12672775837233452,no,0.6542,No interesante
1107,49,services,married,secondary,0,314,0,0,cellular,20,aug,30,2,-1,0,no,0,0,-0.11787407496573672,no,0.6041,No interesante
1108,44,technician,single,secondary,0,0,0,0,cellular,20,aug,156,2,-1,0,no,0,0,-0.11863151141000615,no,0.5921,Periferia
1109,31,technician,married,secondary,0,141,0,0,cellular,20,aug,110,2,-1,0,no,0,0,-0.12757856347128715,no,0.5833,Periferia
1110,43,entrepreneur,married,secondary,0,469,0,1,cellular,20,aug,89,2,-1,0,no,0,0,-0.09302908170999707,no,0.6324,No interesante
1111,38,management,single,tertiary,0,38,0,0,cellular,20,aug,105,2,-1,0,no,0,0,-0.11402700182433355,no,0.6153,No interesante
1112,56,retired,married,primary,0,681,0,0,cellular,20,aug,204,4,-1,0,no,0,0,-0.06776321416651515,no,0.5024,Periferia
1113,32,technician,single,tertiary,0,0,0,0,cellular,20,aug,72,4,-1,0,no,0,0,-0.11461094505882526,no,0.6702,No interesante
1114,32,management,married,tertiary,0,138,0,0,cellular,20,aug,94,4,-1,0,no,0,0,-0.1201602602005582,no,0.6194,No interesante
1115,50,admin.,married,secondary,0,242,1,0,cellular,20,aug,69,4,-1,0,no,0,0,-0.11121755645888197,no,0.6887,No interesante
1116,40,management,married,tertiary,0,2014,0,0,cellular,20,aug,209,5,-1,0,no,0,0,-0.11620211631774575,yes,0.5141,Periferia
1117,34,technician,single,tertiary,0,19,0,0,cellular,20,aug,345,3,-1,0,no,0,0,-0.11072462546870487,yes,0.5389,Periferia
1118,43,technician,married,secondary,0,253,0,0,cellular,21,aug,111,5,-1,0,no,0,0,-0.1251977495731289,no,0.622,No interesante
1119,33,management,married,tertiary,0,51,1,0,cellular,21,aug,273,2,-1,0,no,0,0,-0.1088253996922286,no,0.5458,Periferia
1120,32,housemaid,single,tertiary,0,4,1,0,cellular,21,aug,776,2,-1,0,no,0,0,-0.0678066664967995,yes,0.6135,Plasma
1121,36,management,married,tertiary,0,0,0,0,cellular,21,aug,173,2,-1,0,no,0,0,-0.12205498165315193,no,0.5737,Periferia
1122,36,technician,married,secondary,0,1130,0,0,cellular,21,aug,223,8,-1,0,no,0,0,-0.12469134330424707,yes,0.5252,Periferia
1123,32,management,single,tertiary,0,438,0,0,cellular,21,aug,318,5,-1,0,no,0,0,-0.10590295352311084,yes,0.5569,Periferia
1124,33,management,divorced,tertiary,0,433,0,0,cellular,21,aug,575,4,-1,0,no,0,0,-0.060873725640174126,yes,0.6116,Plasma
1125,57,self-employed,married,secondary,0,2109,0,0,cellular,21,aug,107,6,-1,0,no,0,0,-0.11431015070399407,no,0.6189,No interesante
1126,31,technician,single,tertiary,0,424,0,0,cellular,21,aug,93,2,-1,0,no,0,0,-0.11653957741914588,no,0.5786,Periferia
1127,30,technician,single,tertiary,0,6619,1,0,cellular,21,aug,239,8,-1,0,no,0,0,-0.07240028779152348,no,0.5393,Periferia
1128,46,management,married,tertiary,1,549,0,0,cellular,21,aug,87,8,-1,0,no,0,0,-0.05661709437894991,no,0.6293,No interesante
1129,48,management,married,tertiary,0,11,1,0,cellular,21,aug,102,9,-1,0,no,0,0,-0.09421154698669826,no,0.7005,No interesante
1130,37,management,married,secondary,0,510,1,0,cellular,21,aug,154,6,-1,0,no,0,0,-0.11094380639353953,no,0.6711,No interesante
1131,57,retired,married,primary,0,0,0,0,cellular,21,aug,394,3,-1,0,no,0,0,-0.06136507734730135,yes,0.5701,Periferia
1132,42,management,married,tertiary,0,37,0,0,cellular,21,aug,299,1,-1,0,no,0,0,-0.11576071338069364,yes,0.5287,Periferia
1133,35,management,single,secondary,0,0,0,0,cellular,21,aug,163,1,-1,0,no,0,0,-0.1132858833047507,no,0.5884,Periferia
1134,33,technician,single,secondary,0,18,0,0,cellular,22,aug,93,2,-1,0,no,0,0,-0.11796913423417593,no,0.6222,No interesante
1135,43,technician,married,tertiary,0,0,0,0,cellular,22,aug,78,2,-1,0,no,0,0,-0.12119009479160342,no,0.6316,No interesante
1136,60,self-employed,single,secondary,0,27,0,0,cellular,22,aug,40,2,-1,0,no,0,0,-0.10449614902263782,no,0.641,No interesante
1137,35,self-employed,married,secondary,0,573,1,1,cellular,22,aug,140,8,-1,0,no,0,0,-0.07933183778837416,no,0.6846,No interesante
1138,57,technician,married,secondary,0,20,0,0,cellular,22,aug,119,2,-1,0,no,0,0,-0.1235870234386774,no,0.6256,No interesante
1139,43,technician,married,secondary,0,221,0,0,cellular,22,aug,73,2,-1,0,no,0,0,-0.12391868537004205,no,0.6057,No interesante
1140,49,technician,married,secondary,0,1982,1,1,cellular,22,aug,73,15,-1,0,no,0,0,-0.05192155310663621,no,0.716,No interesante
1141,58,management,single,tertiary,0,0,0,0,cellular,22,aug,72,2,-1,0,no,0,0,-0.1041911590233774,no,0.641,No interesante
1142,36,technician,single,tertiary,0,1324,0,0,cellular,22,aug,85,2,-1,0,no,0,0,-0.11182101704694736,no,0.5821,Periferia
1143,46,management,single,tertiary,0,0,0,0,cellular,22,aug,686,2,-1,0,yes,1,0,-0.06237786100164466,yes,0.6238,Plasma
1144,32,management,married,tertiary,0,282,0,0,cellular,22,aug,92,2,-1,0,no,0,0,-0.11691161400023653,no,0.5847,Periferia
1145,30,management,married,tertiary,0,882,0,0,cellular,22,aug,102,6,-1,0,no,0,0,-0.11130369267305096,no,0.6154,No interesante
1146,41,technician,married,secondary,0,994,0,0,cellular,22,aug,117,4,-1,0,no,0,0,-0.12651992245851196,no,0.6116,No interesante
1147,40,technician,married,tertiary,0,1207,0,0,cellular,22,aug,105,3,-1,0,no,0,0,-0.12109407545343732,no,0.5826,Periferia
1148,31,technician,single,tertiary,0,336,0,0,cellular,22,aug,661,1,-1,0,no,0,0,-0.09178798904197888,yes,0.6494,Plasma
1149,42,technician,divorced,secondary,0,2861,0,0,cellular,22,aug,30,5,-1,0,no,0,0,-0.06275426552873853,no,0.6422,No interesante
1150,31,technician,married,secondary,0,298,0,0,cellular,22,aug,436,5,-1,0,no,0,0,-0.11540860368659073,yes,0.5942,Periferia
1151,35,management,married,tertiary,0,94,0,0,cellular,22,aug,239,3,-1,0,no,0,0,-0.11761515865097573,yes,0.5507,Periferia
1152,58,blue-collar,married,primary,0,4354,1,0,cellular,22,aug,98,7,-1,0,no,0,0,-0.06672976076876996,no,0.6902,No interesante
1153,30,technician,married,secondary,0,394,0,0,cellular,22,aug,216,13,-1,0,no,0,0,-0.10664094804815016,yes,0.5105,Periferia
1154,31,technician,married,tertiary,0,1385,0,0,cellular,25,aug,116,8,-1,0,no,0,0,-0.10483357685401372,no,0.617,No interesante
1155,56,blue-collar,married,secondary,0,3197,0,0,cellular,25,aug,83,13,-1,0,no,0,0,-0.0943712067202867,no,0.631,No interesante
1156,49,blue-collar,married,secondary,0,1860,0,0,cellular,25,aug,150,3,-1,0,no,0,0,-0.11701366945447178,no,0.5589,Periferia
1157,39,technician,married,secondary,0,3825,0,1,cellular,25,aug,94,6,-1,0,no,0,0,-0.078648528521785,no,0.6613,No interesante
1158,50,management,married,tertiary,0,3327,0,0,cellular,25,aug,74,7,-1,0,no,0,0,-0.0936101655634548,no,0.6394,No interesante
1159,52,technician,married,secondary,0,142,0,0,cellular,25,aug,112,6,-1,0,no,0,0,-0.11671927835721307,no,0.6253,No interesante
1160,31,management,single,tertiary,0,0,0,0,cellular,25,aug,9,12,-1,0,no,0,0,-0.07345246490131753,no,0.6739,No interesante
1161,48,management,married,tertiary,0,190,0,0,cellular,25,aug,14,22,-1,0,no,0,0,-0.06201859588513298,no,0.651,No interesante
1162,41,technician,married,secondary,0,1190,0,0,cellular,25,aug,69,4,-1,0,no,0,0,-0.1194148267463374,no,0.632,No interesante
1163,35,management,single,tertiary,0,0,0,0,cellular,25,aug,81,6,-1,0,no,0,0,-0.10068997900935124,no,0.6569,No interesante
1164,52,technician,married,secondary,0,141,0,0,cellular,25,aug,160,7,-1,0,no,0,0,-0.1179434453577206,no,0.6021,No interesante
1165,57,technician,married,secondary,0,109,0,0,cellular,25,aug,124,4,-1,0,no,0,0,-0.11964311037599445,no,0.6182,No interesante
1166,35,management,married,tertiary,0,1285,0,0,cellular,26,aug,100,4,-1,0,no,0,0,-0.1114376226285389,no,0.6118,No interesante
1167,43,technician,divorced,secondary,0,1326,0,0,cellular,26,aug,93,2,-1,0,no,0,0,-0.06826316377790215,no,0.5851,Periferia
1168,33,technician,single,secondary,0,659,0,0,cellular,26,aug,274,2,-1,0,no,0,0,-0.11135124741441632,yes,0.5694,Periferia
1169,47,management,married,secondary,0,414,0,0,cellular,26,aug,142,2,-1,0,no,0,0,-0.11832171056955455,no,0.5575,Periferia
1170,37,technician,married,secondary,0,827,1,1,cellular,26,aug,85,16,-1,0,no,0,0,-0.06694846718052166,no,0.7075,No interesante
1171,53,management,married,tertiary,0,0,0,0,cellular,26,aug,240,2,-1,0,no,0,0,-0.11024894041990617,yes,0.5138,Periferia
1172,35,management,married,tertiary,0,0,0,0,cellular,26,aug,436,2,-1,0,no,0,0,-0.10835941355983053,yes,0.5902,Periferia
1173,35,technician,single,secondary,0,79,1,0,cellular,26,aug,12,16,-1,0,no,0,0,-0.0612022342998374,no,0.7127,No interesante
1174,43,technician,married,secondary,0,10,0,0,cellular,26,aug,301,16,-1,0,no,0,0,-0.0906134259493428,no,0.5068,Periferia
1175,33,technician,married,secondary,0,362,0,1,cellular,26,aug,160,6,-1,0,no,0,0,-0.08840370820317167,no,0.6395,No interesante
1176,30,technician,single,tertiary,0,1271,1,0,cellular,26,aug,303,5,-1,0,no,0,0,-0.09152952357167876,no,0.5218,Periferia
1177,52,self-employed,married,secondary,0,517,0,0,cellular,26,aug,77,4,-1,0,no,0,0,-0.11352353679301808,no,0.6359,No interesante
1178,46,management,married,tertiary,0,326,0,0,cellular,26,aug,182,7,-1,0,no,0,0,-0.11040600396997367,no,0.5574,Periferia
1179,41,management,divorced,tertiary,0,1757,0,0,cellular,26,aug,515,13,-1,0,no,0,0,-0.03995229181884808,yes,0.6019,Plasma
1180,32,technician,single,tertiary,0,127,1,0,cellular,27,aug,20,17,-1,0,no,0,0,-0.0481286501508148,no,0.6951,No interesante
1181,40,technician,divorced,secondary,0,6,0,0,cellular,27,aug,26,16,-1,0,no,0,0,-0.0313949219373571,no,0.6886,No interesante
1182,39,technician,married,secondary,0,462,0,0,cellular,27,aug,157,4,-1,0,no,0,0,-0.12205536512996955,no,0.5896,Periferia
1183,31,management,single,tertiary,0,730,0,0,cellular,27,aug,108,6,-1,0,no,0,0,-0.09910165938331113,no,0.6194,No interesante
1184,50,self-employed,married,tertiary,0,1503,0,0,cellular,27,aug,128,12,-1,0,no,0,0,-0.09039340852826727,no,0.6176,No interesante
1185,38,technician,married,tertiary,0,51,0,0,telephone,27,aug,39,9,-1,0,no,0,0,-0.061339689216109876,no,0.7267,No interesante
1186,42,technician,divorced,secondary,0,324,1,0,cellular,27,aug,203,2,-1,0,no,0,0,-0.05786273452112721,no,0.5904,Periferia
1187,42,technician,divorced,tertiary,0,765,0,0,cellular,27,aug,78,8,-1,0,no,0,0,-0.050979464834102095,no,0.629,No interesante
1188,39,management,divorced,tertiary,0,81,1,1,cellular,27,aug,49,4,-1,0,no,0,0,-0.030885311664880344,no,0.7187,No interesante
1189,31,blue-collar,single,secondary,0,183,0,0,cellular,27,aug,120,4,-1,0,no,0,0,-0.10913958211965258,no,0.6197,No interesante
1190,53,self-employed,married,tertiary,0,837,0,0,cellular,27,aug,160,4,-1,0,no,0,0,-0.11031817926020238,no,0.5846,Periferia
1191,41,technician,married,secondary,0,417,0,0,cellular,27,aug,77,3,-1,0,no,0,0,-0.11900844938193672,no,0.6072,No interesante
1192,31,technician,single,tertiary,0,4979,0,1,cellular,27,aug,33,2,-1,0,no,0,0,-0.0630329427681331,no,0.6322,No interesante
1193,50,blue-collar,married,secondary,0,0,0,0,cellular,27,aug,78,3,-1,0,no,0,0,-0.11544900378500972,no,0.6399,No interesante
1194,48,technician,divorced,secondary,1,20,0,0,cellular,27,aug,145,3,-1,0,no,0,0,-0.014052382917635442,no,0.6114,No interesante
1195,32,technician,single,secondary,0,17,0,0,cellular,28,aug,17,15,-1,0,no,0,0,-0.06715949895702794,no,0.6831,No interesante
1196,39,technician,married,tertiary,0,-204,1,0,cellular,28,aug,144,4,-1,0,no,0,0,-0.10438822281000926,no,0.6848,No interesante
1197,37,management,married,tertiary,0,839,0,1,cellular,28,aug,87,11,-1,0,no,0,0,-0.06722210009347522,no,0.6717,No interesante
1198,42,management,married,tertiary,0,-671,0,0,cellular,28,aug,80,2,-1,0,no,0,0,-0.1101191264750574,no,0.6334,No interesante
1199,32,management,married,tertiary,0,0,0,0,cellular,28,aug,15,13,-1,0,no,0,0,-0.07910382781732289,no,0.6747,No interesante
1200,50,technician,married,secondary,0,-997,0,1,cellular,28,aug,70,7,-1,0,no,0,0,-0.07482714378123334,no,0.7181,No interesante
1201,38,student,married,secondary,0,140,0,0,cellular,28,aug,12,21,-1,0,no,0,0,-0.0515055935501903,no,0.652,No interesante
1202,30,technician,single,tertiary,0,0,0,0,cellular,28,aug,20,19,-1,0,no,0,0,-0.04951869636834033,no,0.677,No interesante
1203,56,retired,married,secondary,0,1333,0,0,cellular,28,aug,17,14,-1,0,no,0,0,-0.060373494731383814,no,0.6419,No interesante
1204,40,technician,married,tertiary,0,84,0,0,cellular,28,aug,715,8,-1,0,no,0,0,-0.08611348103799643,yes,0.5981,Periferia
1205,54,management,married,tertiary,0,1258,0,0,cellular,28,aug,153,14,-1,0,no,0,0,-0.08548608515714595,no,0.5985,Periferia
